Accountable Manager,Accountable Manager Email,Accountable Manager Phone Number,Address Line 1,Address Line 2,Address Line 3,Agency Email,Agency Name,Agency Phone Number,Cert_No,City,Country ,DBA,DSGN_CODE,Email,Liaison,Liaison Email,Liaison Phone Number,Postal Code,State/Province,Update_Date
"ARISTIZABAL, GUSTAVO ANDRES",,,"EL DORADO INTERNATIONAL AIRPORT, EN",NEW GENERAL AVIATION ZONE,,,"AEROVIAS DEL CONTINENTE AMERICANO, S.A.",,MU1Z335K,BOGOTA,COLOMBIA,DBA AVIANCA S.A.,MU1Z,,"MAHMUD, SAHLUA YALILE",sahlua.mahmud@avianca.com,,N/A,,3/2/2026
"ARISTIZABAL, GUSTAVO ANDRES",,,AEROPUERTO INTERNATIONAL JOSE MARIA,"TERMINAL DE CARGA, HANGAR TAMPA",,,TAMPA CARGO SA,,TAMY352I,RIO NEGRO,COLOMBIA,DBA TAMPA,TAMY,,"GUARIN, HECTOR",hector.guarin@avianca.com,,N/A,,3/2/2026
"ARMANDO FURIO CARBALLO, MIGUEL",,,"CALLE NORTE 3 NO. 90, BODEGA G,",COL. FEDERAL DELEGACIÓN VENUSTIANO,,,"CONCESIONARIA VUELA COMPA IA DE AVIACION, S.A.P.I.",,Z5XY131F,MEXICO CITY,MEXICO,DBA VOLARIS,Z5XY,,JUAN ESCALONA TAPIA,juan.escalona@volaris.com,,CP 15700,DF,3/2/2026
"ARMENTA, BENITO",,,3102 CHEROKEE DR.,,,aerotrim@yahoo.com,AERO TRIM LLC,7725326612,5A6R618B,VERO BEACH,UNITED STATES,,5A6R,aerotrim@yahoo.com,"MAGANA, YOVANI ARMENTA",aerotrim@yahoo.com,,32960,FL,3/2/2026
"ARMOR, ROBERT",,,73 SOUTHWOOD PARKWAY,"BUILDING 73, SUITE 130",,,ENVIROTAINER INC,4043611295,2EOR249C,ATLANTA,UNITED STATES,,2EOR,,"ARMOR, ROBERT",robert.armor@envirotainer.com,4043611295,30354,GA,3/2/2026
"ARNAC, MICHAEL",,,BUCONIS,,,equipaero@equipaero.com,EA SERVICES,330562070717,EQ7Y946N,L'ISLE JOURDAIN,FRANCE,DBA EQUIP AERO SERVICES,EQ7Y,equipaero@equipaero.com,"VAS, SOPHIE",s.vas@equipaero.com,,32600,,3/2/2026
"ARNEDO, JAIME",,,12 TECHNOLOGY DRIVE,SUITE 10,,jaimea@artechintl.com,AVIATION REPAIR TECHNICAL INC,6317514048,Z1TR706Y,SETAUKET,UNITED STATES,,Z1TR,jaimea@artechintl.com,"ARNEDO, JAIME",jaimea@artechintl.com,6317514048,11733,NY,3/2/2026
"ARNI, BRIAN",,,645 SANDS COURT,SUITE 101,,,LEADING EDGE COMPOSITES INC,6109329055,7LER602B,COATESVILLE,UNITED STATES,,7LER,,"ANDERSON, WAYNE",wanderson@lec-composites.com,4845255420,19320,PA,3/2/2026
"ARNZEN, PATRICK",,,4660 JIMMY DOOLITTLE DRIVE,,,info@thrustavioics.com,THRUST AVIONICS LLC,9727359099,TRFR933D,ADDISON,UNITED STATES,,TRFR,info@thrustavioics.com,PATRICK ARNZEN,p.arnzen@thrustflight.com,8594965777,75001,TX,3/2/2026
"ARONOW, WALTER LAWRENCE",,,1004 DOUGLAS DRIVE,NORTHWEST REGIONAL AIRPORT,,walt@expaircraft.com,EXP AIRCRAFT SERVICES,9727465154,1E4R827B,ROANOKE,UNITED STATES,,1E4R,walt@expaircraft.com,"ARONOW, WALTER L",walt@expaircraft.com,9727465154,76262,TX,3/2/2026
"ARRAGON, DAVID",,,400 CHEMIN DES MOLLES,,,,CROUZET,,CRTY417E,PONT DE L'ISERE,FRANCE,,CRTY,,DANIEL CONSTANT,daniel.constant@crouzet.com,,26600,,3/2/2026
"ARRASATE, ROMAN",,,"POLIGONO INDUSTRIAL EL CAMPILLO, BL",,,,"AEROSPACE ENGINEERING GROUP, S.L.",,E4UY980J,ABANTO,SPAIN,,E4UY,,MARIA PIEDAD ARENAS,mp.arenas@aegeurope.net,,48500,,3/2/2026
"ARRIGONI, MATTEO LUIGI",,,"VIA CAVOUR, 30",,,,ORIO AIR SERVICE S.R.L.,+39 035301758,OR1Y833D,ORIO AL SERIO,ITALY,,OR1Y,,MARIAGRAZIA FRANCESCA FRANCO,quality@orioairservice.it,,24050,,3/2/2026
"ARRINGTON, MICHAEL",,,4255 EAST LAKE  BLVD.,,,,SOUTHERN SKY AVIATION MAINTENANCE LLC,,6KYR204D,BIRMINGHAM,UNITED STATES,,6KYR,,MICHAEL ARRINGTON,marrington@southernskyaviation.com,2055776238,35217,AL,3/2/2026
"ARZUZA, DAVY",,,1585 AVIATION CENTER PARKWAY #606,,,davy@clear2fly.com,"CLEAR2FLY AEROSPACE, LLC",8772572359,C2FR327E,DAYTONA BEACH,UNITED STATES,,C2FR,davy@clear2fly.com,"ARZUZA,DAVY",davy@clear2fly.com,8772572359,32114,FL,3/2/2026
"ASHENFELTER, DIRCK",,,1011 WESTBROOK STREET,PORTLAND INTERNATIONAL AIRPORT,,jessel@northeastair.com,NORTHEAST AIR INC,2077746318,FTUR030E,PORTLAND,UNITED STATES,,FTUR,jessel@northeastair.com,"LAUGHLIN, JESSE",jessel@northeastair.com,2077746318,04102,ME,3/2/2026
"ASHTON, SCOTT E.",,,8140 N.W. 74TH AVENUE,SUITES 10 & 11,,,OMNIGAS SYSTEMS INC,,OM8R583N,MEDLEY,UNITED STATES,,OM8R,,"MAGALY, VERA",,3054773100,33166,FL,3/2/2026
"ASSAF, HASSAN M",,,KING FAHAD INTERNAIONAL AIRPORT,"EAST SERVICE ROAD, BUILDING 3409",,,MUKAMALAH AVIATION COMPANY,966138774679,VSOY913K,DAMMAM,SAUDI ARABIA,,VSOY,,"ALBAWARDI, KHALID",khalid.bawardi@mukamalah.com,,32567,,3/2/2026
"ASSAF, HASSAN M",,,MAINTENANCE HANGER BUILDING 156,RAS TANURA AIRSTRIP,,,MUKAMALAH AVIATION COMPANY,966138774679,VSOZ913D,RAS TANURA,SAUDI ARABIA,,VSOZ,,"ALBAWARDI, KHALID",khalid.bawardi@mukamalah.com,,31311,,3/2/2026
"ASSAF, HASSAN M",,,MAINTENANCE HANGER BUILDING 2301,TANAJIB AIRPORT,,,MUKAMALAH AVIATION COMPANY,966138774679,VSO1913D,TANAJIB,SAUDI ARABIA,,VSO1,,"ALBAWARDI,KHALID A.",khalid.bawardi@mukamalah.com,,31311,,3/2/2026
"ATER, BRYON MICHAEL",,,2301 DUSS AVENUE,"SUITE 12, BUILDING 14",,bater1971@gmail.com,BG & S PEENING AND CONSULTING LLC,7243850536,YG6R145Y,AMBRIDGE,UNITED STATES,,YG6R,bater1971@gmail.com,"ATER, BRYON MICHAEL",bater1971@gmail.com,7243850536,15003,PA,3/2/2026
"ATKIN, JOHN D",,,118 BOERNE STAGE AIRFIELD,,,john@bisonaviation.com,BISON AVIATION LLC,2108760000,85NR497D,BOERNE,UNITED STATES,,85NR,john@bisonaviation.com,JOHN D. ATKIN IV,john@bisonaviation.com,2108760000,78006,TX,3/2/2026
"ATKINSON, DEBRA",,,1326 SOUTH WALNUT,,,,TECH AIRE INSTRUMENTS INC,,OQ2R066L,WICHITA,UNITED STATES,,OQ2R,,"SEPINSKI,  CHARLES",techqc@tech-aire.com,3162624020,67213,KS,3/2/2026
"ATKINSON, LORI",,,1330 MERCER WAY,,,p51parts@calpacificairmotive.com,"CAL PACIFIC AIRMOTIVE, INC",8314226860,BA3R390L,SALINAS,UNITED STATES,,BA3R,p51parts@calpacificairmotive.com,"ATKINSON, LORI",,8314226860,93905,CA,3/2/2026
"ATKINSON, WALTER TROY",,,1870 W. FRANKLIN ROAD,,,,NAMPA VALLEY HELICOPTERS INC,,FF6R533N,MERIDIAN,UNITED STATES,,FF6R,,"ATKINSON, WALTER TROY",troy@nvhelicopters.com,2083620851,83642,ID,3/2/2026
"ATWOOD, MICHAEL D.",,,4632 WEST AERONCA STREET,,,matwood@asu-nvg.com,AVIATION SPECIALTIES UNLIMITED INC,2084268117,UABR273K,BOISE,UNITED STATES,,UABR,matwood@asu-nvg.com,"REBER, CHRIS",creber@asu-nvg.com,2084268117,83705,ID,3/2/2026
"AUCELLI, FRANCESCO",,,7 BOULEVARD HENRI ZIEGLER,ZAC ANDROMEDE,,,SABENA TECHNICS BGC,,4KKY793D,BLAGNAC,FRANCE,,4KKY,,"PONCIN, BERTRAND",bertrand.poncin@sabenatechncs.com,,31700,,3/2/2026
"AUDISIO, EVELYNE",,,4 RUE HENRI POINCARE,,,hamza.charrouf@collins.com,L'HOTELLIER,01133146660808,L5HY347Y,ANTONY,FRANCE,,L5HY,hamza.charrouf@collins.com,SADOK SOUAYAH,sadok.souayah@collins.com,,92160,,3/2/2026
"AUDISIO, EVELYNE",,,6 AVENUE DIDIER DAURAT,,,rcf@rockwellsollins.com,ROCKWELL COLLINS FRANCE,33 5 61 71 7700,R9CY096N,BLAGNAC,FRANCE,,R9CY,rcf@rockwellsollins.com,"BUREAU, MICHEL",michel.bureau@rockwellcollins.com,,31700,,3/2/2026
"AUER, WILLIAM",,,341 8TH AVENUE SE #3C,,,,"ST. PETE AVIATION SERVICES, LLC",7277551359,8TXR176C,SAINT PETERSBURG,UNITED STATES,DBA ST. PETE AIR,8TXR,,"WILLIAMS, BRIAN",bwilliams@stpeteair.org,7277551359,33701,FL,3/2/2026
"AUGEN, MICHEL",,,HANGAR MERCURE-POLE AERONAUTIQUE IS,JEAN SARRAIL QUARTIER PRIGNAN CHEMI,,,JJGK AERO,,JJGY428E,ISTRES,FRANCE,,JJGY,,GILABERT FABRICE,,,13800,,3/2/2026
"AUGSTEIN, MICHAEL",,,HESSENRING 4B,,,m.augstein@proponent-battery.com,PROPONENT BATTERY SERVICES GMBH,496105997,RD0Y308C,MORFELDEN-WALLDORF,GERMANY,,RD0Y,m.augstein@proponent-battery.com,MS. ASTRID WIECHMANN,astrid.wiechmann@wm-tech-aviation.de,,D-64546,,3/2/2026
"AUTHEMENT, RICHARD WAYNE II",,,1100 HILL FARM ROAD,HANGAR 41,,,AUTO'S AVIATION LLC,,AA2R885D,BRYANT,UNITED STATES,,AA2R,,RICHARD WAYNE AUTHEMENT II,auto@autosaviation.com,3373580259,72022,AR,3/2/2026
"AVERY, DAVE",,,"1630 SOUTHWEST 75TH AVE, WEST HANGA",,,,CERTIFIED ENGINES UNLIMITED INC,,KG4R309M,PEMBROKE PINES,UNITED STATES,,KG4R,,"AVERY, DAVID M.",dave@ceu.aero,3056858331,33023,FL,3/2/2026
"AVILA, MARC",,,1775 W SAHUARO DRIVE,,,,CAPPSCO INTERNATIONAL CORPORATION A MIDWEST COMPAN,,835R048D,TUCSON,UNITED STATES,,835R,,"MARC, AVILA",qc@cappsco.com,5209030822,85745,AZ,3/2/2026
"AWAD, HISHAM",,,111 WINDMILL ROAD,SUNBURY ON THAMES,,,AMETEK AIRTECHNOLOGY GROUP LIMITED,+01932754401,7EKY481D,MIDDLESEX,UNITED KINGDOM,DBA AIRSCREW,7EKY,,LORNA ROBERTS,lorna.roberts@ametek.com,,TW16 7EF,ENG,3/2/2026
"AYO, JANET",,,"7205 NW 68TH STREET, BAY# 11",,,,LIVE AEROSPACE INC,,1L9R030C,MIAMI,UNITED STATES,,1L9R,,"AYO, JANET",janetayo@liveaerospace.com,3055277198,33166,FL,3/2/2026
"AYRES, JIMMY ANDREW",,,293 POLK 52,P.O. BOX 387,,aayres@randcaviation.com,R AND C AVIATION INC,4793944780,R38R898Y,"MENA,",UNITED STATES,,R38R,aayres@randcaviation.com,"YAHN, RICHARD",ryahn@randcaviation.com,4793944780,71953,AR,3/2/2026
"AYVAZIAN, ROBERT",,,28368 CONSTELLATION ROAD,UNIT 310,,robert@alliance.aero,ALLIANCE AEROSPACE GROUP LLC,6616443800,AA5R890D,VALENCIA,UNITED STATES,DBA AIRCRAFT TECHNICAL SERVICES,AA5R,robert@alliance.aero,ROBERT AYVAZIAN,,6616443800,91355,CA,3/2/2026
"AZARIAN, ALEC",,,6900 ACCO STREET,,,alec.azarian@desser.com,"VSE AVIATION SERVICES, CO.",3237276000,U8SR971J,MONTEBELLO,UNITED STATES,,U8SR,alec.azarian@desser.com,"AZARIAN, ALEC",alec.azarian@desser.com,3237671605,90640,CA,3/2/2026
"BAAS, MARK",,,MUSKEGON COUNTY AIRPORT,111 SINCLAIR DRIVE,,,HILLVIEW AVIONICS,,YHVR203L,MUSKEGON,UNITED STATES,"DBA EXECUTIVE AIR TRANSPORT
   TRANSPORT AVIONICS",YHVR,,MARK BAAS,mbaas@flybyair.net,2317982126,49441,MI,3/2/2026
"BABUSKA, JOSEPH",,,747 MANOR DRIVE,,,,AIR DATA SOLUTIONS INC,,Z2TR556Y,MILFORD,UNITED STATES,DBA ATAC INC.,Z2TR,,JOE BABUSKA,joebabuska@gmail.com,,49381,MI,3/2/2026
"BABUSKA, MYRNA",,,7240 WEST K L AVENUE,,,predial2011@gmail.com,PRECISION DIAL COMPANY,2693755601,P19R019O,KALAMAZOO,UNITED STATES,,P19R,predial2011@gmail.com,"BABUSKA, MYRNA   (RANDY)",predial2011@gmail.com,2693755601,49009,MI,3/2/2026
"BACHMANN, MAX",,,ERLENWEG,,,,"SAUTER, BACHMANN AG",,4BMY683C,NETSTAL,SWITZERLAND,,4BMY,,"RUBIN, ALEX",a.rubin@sauterbachmann.ch,,8754,,3/2/2026
"BACKUS, DANIEL",,,603 NEW PARK AVENUE,,,,HAR-CONN CHROME COMPANY,,TB5R217N,WEST HARTFORD,UNITED STATES,,TB5R,,"BACKUS,  DANIEL",danbackus@har-conn.com,8602366801 EXT. 359,06110,CT,3/2/2026
"BAE, KI HONG",,,"64, HANGGONG-RO, SACHEON-EUP",,,,KOREA AVIATION ENGINEERING & MAINTENANCE SERVICE L,,2KMY639D,SACHEON-SI,"KOREA, REPUBLIC OF",,2KMY,,BC MOON,bcmoon@kaems.com,,52527,,3/2/2026
"BAGRAMYAN, VAHE",,,925 CHUDLEIGH LN.,,,avionics.plus@yahoo.com,AVIONICS PLUS INC,8183786666,V4XR326Y,GLENDALE,UNITED STATES,,V4XR,avionics.plus@yahoo.com,"BAGRAMYAN, VAHE",avionics.plus@yahoo.com,8183786666,91207,CA,3/2/2026
"BAILES, JASON",,,5486 FAIRCHILD ROAD,,,,VERTEX AIRCRAFT INTEGRATION AND SUSTAINMENT LLC,8503314379,9L3R136C,CRESTVIEW,UNITED STATES,,9L3R,,JAY SIMMONS,jay.simmons@gov2x.com,8503314521,32539,FL,3/2/2026
"BAILEY, STEVE K.",,,103 CORPORATE ROW RD.,,,,PATTERSON AVIONICS INC,,PT8R472J,PATTERSON,UNITED STATES,,PT8R,,"BAILEY, STEVE K.",pattersonavionics@gmail.com,9853956125,70392,LA,3/2/2026
"BAILEY, TONY L.",,,2100 EAST HIGHWAY 290,,,,L2 AVIATION,,L2ZR265X,DRIPPING SPRINGS,UNITED STATES,DBA L2 AVIATION,L2ZR,,"BAILEY, TONY",bailey.tony@l2aviation.com,5128943414,78620,TX,3/2/2026
"BAIN, WILLIAM J.",,,1214 ALI-BABA AVENUE,,,,ACTION PLATING CORP.,,KF4R308M,OPA LOCKA,UNITED STATES,,KF4R,,MARK. BAIN,,3056856313,33054,FL,3/2/2026
"BAINBRIDGE, NATHAN",,,123 E. 4TH ST.,,,,B & C SPECIALTY PRODUCTS INC,,ZG9R933X,NEWTON,UNITED STATES,,ZG9R,,"BAINBRIDGE, NATHAN",nathan@bandc.aero,3162838000,67114,KS,3/2/2026
"BAIRD, WILLIAM B.",,,GAINSVILLE MUNICIPAL AIRPORT,2500 AIRPORT DRIVE,,,EXCEL AVIATION INC,,E3AR837J,GAINSVILLE,UNITED STATES,,E3AR,,"FEUCHTER, MAX S.",mf53@excelaviationinc.com,9406680990,76240,TX,3/2/2026
"BAKER, JASON",,,300 DOUG WARPOOLE RD.,,,,HOLLINGSHEAD AVIATION SERVICES LLC,,8H3R110D,SMYRNA,UNITED STATES,,8H3R,,JASON BAKER,jason.baker@hollingsheadaviation.com,6154593337,37167,TN,3/2/2026
"BAKHTIARI, SHAHRYAR",,,4120 PETERS ROAD SUITE B,,,shah@sunshineairrepairs.com,SUNSHINE AIR REPAIRS LLC,9543170086,54RR449D,PLANTATION,UNITED STATES,,54RR,shah@sunshineairrepairs.com,"BAKHTIARI, SHAHRYAR",shah@sunshineairrepairs.com,9543170086,33317,FL,3/2/2026
"BALDELLI, DIANE",,,115 BROWNING STREET,,,,MET-L-TEST LABORATORY,,LU1R309K,STRATFORD,UNITED STATES,,LU1R,,"BALDELLI, DIANE",metltest@aol.com,2033772429,06615,CT,3/2/2026
"BALK, MARTIN",,,CENTRAL JERSEY REGIONAL AIRPORT,1034 MILLSTONE RD,,,MARTIN AVIATION LLC,,5M1R317C,HILLSBOROUGH TOWNSHIP,UNITED STATES,,5M1R,,"BALK,  MARTIN",martin@martinaviationllc.com,7322080402,08844,NJ,3/2/2026
"BALL, JON",,,2108 W. WASHINGTON AVE.,,,avionics@mccormickaircenter.com,"MCCORMICK AIRCRAFT MAINTENANCE, LLC",5092491680,KB6R659N,"YAKIMA,",UNITED STATES,,KB6R,avionics@mccormickaircenter.com,"BALL, JON",ericsairplanestuff@gmail.com,5092491680,98903,WA,3/2/2026
"BALLARD, RYAN",,,2665 GULF BREEZE PARKWAY,,,,"MERCURY MISSION SYSTEMS, LLC",8504708464,VX8R797X,GULF BREEZE,UNITED STATES,,VX8R,,"BALLARD, RYAN",ryan.ballard@mrcy.com,8506774753,32563,FL,3/2/2026
"BALMADIER, STEPHANE",,,"32-32 BIS, RUE GUTENBERG",ZAC DE LA MARINIERE,,,COMPOSITE INDUSTRIE S A,,O3MY953N,BONDOUFLE,FRANCE,,O3MY,,,,,91070,,3/2/2026
"BALTES, JAN",,,BALTHASAR GOLDSTEINSTRASSE 20,HAUPTTOR FLUGHAFEN,,,AERO AVIONIK GMBH,,4IKY651D,SAARBRUECKEN,GERMANY,,4IKY,,PATRICK SCHULTE,schulte@avionik.aero,,D-66131,,3/2/2026
"BANAL, JESUS",,,14820 NW 60TH AVE,,,david@setndt.com,STRUCTURAL EVALUATION TECHNOLOGIES INC,3054563823,3S7R970B,MIAMI LAKES,UNITED STATES,DBA SETAERO,3S7R,david@setndt.com,SEBASTIAN DE CARLO,sebastian.decarlo@setaero.com,3054563823,33014,FL,3/2/2026
"BARBEE, MATTHEW P.",,,1300 CAPITAL DRIVE,,,,KANEY AEROSPACE INC,8159864359,BPPR794K,ROCKFORD,UNITED STATES,DBA BVR TECHNOLOGIES CO.,BPPR,,"BARBEE, MATTHEW",matthew.barbee@kaney.com,8159864359 EXT. 242,61109,IL,3/2/2026
"BARKER, JODY",,,1011 MALTBY AVENUE,,,jbarker@alphaweldingservice.com,ALPHA WELDING SERVICE INC,4078964222,W5VR314Y,ORLANDO,UNITED STATES,,W5VR,jbarker@alphaweldingservice.com,"BARKER, JODY",jasjodcj@aol.com,4078964222,32803,FL,3/2/2026
"BARKER, MELVIN",,,900 KLEIN ROAD,,,,LUMINATOR HOLDING L.P.,9724246511,9LUR472C,PLANO,UNITED STATES,DBA LUMINATOR,9LUR,,"BARKER, MELVIN.",melvin.barker@luminator.com,9725163122,75074,TX,3/2/2026
"BARKER, ROBERT JOSEPH",,,23500 GLACIER HWY,,,,AVIONICS SOUTHEAST,,5ASR003B,JUNEAU,UNITED STATES,,5ASR,,"BARKER, ROBERT",,9077907202,99801,AK,3/2/2026
"BARKLEY, LAURENCE M.",,,210 STANTON STREET,,,larry.barkley@cadorath.com,"CADORATH AEROSPACE LAFAYETTE, LLC",3378375505,O4YR302Y,BROUSSARD,UNITED STATES,DBA CADORATH AEROSPACE,O4YR,larry.barkley@cadorath.com,"BARKLEY, LAURENCE M.",larry.barkley@cadorath.com,3378375505,70518,LA,3/2/2026
"BARLOW-SPERL, RITA",,,SEBASTIANSTRASSE 7,,,,RITA BARLOW-SPERL AC+DC AIRCRAFT GENERATOR AND STA,,5R8Y332D,ERLANGEN,GERMANY,,5R8Y,,RITA BARLOW-SPERL,acndc@t-online.de,,91058,,3/2/2026
"BARNES, JACKIE B.",,,8945 SOUTH FREEWAY,,,jbarnes@howellinst.com,HOWELL INSTRUMENTS INC,8173367411,FE2R817K,FORT  WORTH,UNITED STATES,,FE2R,jbarnes@howellinst.com,"BARNES, JACKIE B",jbarnes@howellinst.com,8173367411,76140,TX,3/2/2026
"BARNETT, ANDREW",,,25 FAREHAM PARK ROAD,,,,BARNBROOK SYSTEMS LIMITED,+44 1329847722,3B2Y408C,FAREHAM,UNITED KINGDOM,,3B2Y,,"HUSSAIN, ASIF",asif.hussain@barnbrook.co.uk,,PO15 6LD,ENG,3/2/2026
"BARNFIELD, GARY D.",,,115 EXECUTIVE HANGAR DRIVE,HANGAR 11E,,,"AIR DALLAS INSTRUMENTS, INC",9722217414,VE1D555K,DENISON,UNITED STATES,,VE1D,,STEVEN LUTTRELL,steve@airdallas.com,9722217414 EXT. 319,75020,TX,3/2/2026
"BARNFIELD, GARY DANIEL",,,811 OFFICE PARK CIRCLE,,,info@airdallasinstruments.com,AIR DALLAS INSTRUMENTS INC,9722217414,VE1R555K,LEWISVILLE,UNITED STATES,,VE1R,info@airdallasinstruments.com,"BARNFIELD, GARY DANIEL (DANNY)",danny@airdallas.com,9722217414,75057,TX,3/2/2026
"BARNHOFER, TIMO",,,12 SELETAR AEROSPACE LINK,,,,TELAIR INTERNATIONAL SERVICES PTE LTD,,T2ZY563Y,SINGAPORE,SINGAPORE,DBA NONE,T2ZY,,"MR, M.KUMAR, S/O MUTHIAH",mkumar@telair.com.sg,,797553,,3/2/2026
"BARRERA, JOSE R",,,"11700 NW 102ND ROAD, SUITE 6",,,,PACIFIC SCIENTIFIC COMPANY,,E0TR292I,MIAMI,UNITED STATES,"DBA MEGGITT CUSTOMER SERVICES
   SERVICES & SUPPORT",E0TR,,JUAN HERNANDEZ,juan.f.hernandez@parker.com,3054774711 EXT. 332,33178,FL,3/2/2026
"BARRETT, GLENN",,,2240 AIRPORT BLVD.,SONOMA COUNTY AIRPORT,,,KAISERAIR INC,,COZR942C,SANTA ROSA,UNITED STATES,,COZR,,"GLENN, BARRETT",gbarrett@kaiserair.com,7075964777,95403,CA,3/2/2026
"BARRIA, MICHEL",,,ROUTE DU CHAMP FARCON,,,michel.barria@ntn-snr.fr,NTN EUROPE,+33 4 50 65 9400,S7NY981J,ARGONAY,FRANCE,,S7NY,michel.barria@ntn-snr.fr,"RIMOUX, VINCENT",vincent.rimoux@ntn-snr.fr,,74370,,3/2/2026
"BARRIENTOS, ROBINSON",,,AVENIDA CLAUDIO ARRAU 7050,,,,AERONAUTICAL MAINTENANCE CENTER S.P.A.,,14PY699D,PUDAHUEL,CHILE,DBA AEROMAC S.P.A.,14PY,,ROBINSON BARRIENTOS,robinson.barrientos@aeromac-group.com,,9070002,,3/2/2026
"BARRIOS, LARRY",,,2377 NW 149TH ST,,,jrengine@att.net,J & L AIRCRAFT ENGINE SERVICES INC,3059534418,LA4R329M,OPA LOCKA,UNITED STATES,DBA J & R ENGINE SERVICE,LA4R,jrengine@att.net,"BARRIOS, JUAN C.",jrengine@att.net,,33054,FL,3/2/2026
"BARTA, CHAD",,,4930 EAST FALCON DRIVE,,,,HELIPONENTS INC,4809818300,XHCR780K,MESA,UNITED STATES,,XHCR,,"BARTA, CHAD",chad@heliponentsinc.com,4809818300,85215,AZ,3/2/2026
"BASHIAN, RAFFI",,,14706 HESBY STREET,,,,AIRCRAFT INSTRUMENT REPAIR LABS INC,,V4RR742J,SHERMAN OAKS,UNITED STATES,,V4RR,,"BASHIAN, RAFFI",rbashian@yahoo.com,8182592765,91403,CA,3/2/2026
"BASHIR, MAHMOUD",,,QUEEN ALIA INTERNATIONAL AIRPORT,,,,JORDAN AIRMOTIVE LIMITED COMPANY,962 6 445 1440,E31Y372Y,AMMAN,JORDAN,DBA JALCO,E31Y,,"ALKHARABSHEH, MAZEN",mazen.kharabsheh@jordanairmotive.com,,11104,,3/2/2026
"BASS, JEREMY R.",,,3301 MUSTANG STREET,,,brandon@ehjgroup.com,EXECUTIVE HELICOPTERS INC,8433331626,C2BR553W,MYRTLE BEACH,UNITED STATES,DBA EXCEUTIVE HELIJET AVIATION,C2BR,brandon@ehjgroup.com,"CRISP, BRANDON",brandon@ehjgroup.com,8435044469,29577,SC,3/2/2026
"BASTIN, FRANCOIS",,,1-9 RUE ANTOINE DE ST-EXUPERY,,,,SAFRAN LANDING SYSTEMS,33(0)130674500,M3BY435J,MOLSHEIM,FRANCE,,M3BY,,"TERRAL, SOLENNE",solenne.terral@safrangroup.com,,67129,,3/2/2026
"BATCHELOR, LARRY",,,4836 E. INDIGO STREET,SUITE 103,,,CORE PARTS  LLC,4802929399,1D2R884C,MESA,UNITED STATES,,1D2R,,CYRUS GHASSEMI,cghassemi@coreparts.com,4802929399,85205,AZ,3/2/2026
"BATEMAN, GREGG",,,79 EASTERN STEEL ROAD,,,gregg@tygorlabs.com,"TYGOR LABORATORIES, INCORPORATED",2038779390,TQLR038K,MILFORD,UNITED STATES,,TQLR,gregg@tygorlabs.com,"BATEMAN, GREGG",gregg@tygorlabs.com,2038779390,06460,CT,3/2/2026
"BATES, MARK",,,EAST GATE,TRENCHARD WAY,,,GULFSTREAM AEROSPACE LTD,004401582-506650,MGTY330K,FARNBOROUGH,UNITED KINGDOM,,MGTY,,"WILD, CARL",carl.wild@gulfstream.com,,GU14 6GU,ENG,3/2/2026
"BAUDUIN, DAVID",,,LES CHAMPS HUE,,,d.bauduin@hiolle-technologies.fr,HIOLLE TECHNOLOGIES,33 296395728,OZQY062B,TRELIVAN,FRANCE,DBA OCAM,OZQY,d.bauduin@hiolle-technologies.fr,"PROMONET, FREDERIC",f.promonet@hiolle-technologies.fr,,22100,,3/2/2026
"BAUWENS, MICHAEL G.",,,7749 NORTH WHILEAWAY ROAD,,,,"BAUWENS, MICHAEL G.",,KL6R669N,PARK CITY,UNITED STATES,DBA BALLOON THE ROCKIES,KL6R,,MICHAEL G. BAUWENS,,4355131210,84098,UT,3/2/2026
"BAYER, ADRIAN B",,,1241 W. BLEE RD. HANGAR 3,,,abayer@lonemtn.com,FLIGHT LEVEL COMPONENTS LLC,8888566368,6FVR283D,SPRINGFIELD,UNITED STATES,,6FVR,abayer@lonemtn.com,ADRIAN BAYER,abayer@lonemtn.com,,45502,OH,3/2/2026
"BAZAIN, NEIL",,,14080 SW 143RD COURT,,,nbazain@turbineenginesolutions.com,TURBINE ENGINE SOLUTIONS INC,3052540034,Q6GR293Y,MIAMI,UNITED STATES,DBA POWERHOUSE ENGINES,Q6GR,nbazain@turbineenginesolutions.com,"BAZAIN, NEIL",nbazain@turbineenginesolutions.com,3052540034,33186,FL,3/2/2026
"BEACH-SHELOW, TERESA",,,1260 TURRET DRIVE,,,teresa@superiorjt.com,SUPERIOR JOINING TECHNOLOGIES INC,8152827581,3SJR972Y,MACHESNEY PARK,UNITED STATES,,3SJR,teresa@superiorjt.com,ROBERT ZEZNIEWSKI,robertz@superiorjt.com,8152827581,61115,IL,3/2/2026
"BEALE, SCOTT",,,1009 PROVIDENCE BLVD,,,,"AERY AVIATION, LLC",7572711600,AEWR179E,NEWPORT NEWS,UNITED STATES,,AEWR,,SCOTT BEALE,sbeale@aeryaviation.com,7572711600,23602,VA,3/2/2026
"BEALS, TERRANCE E.",,,HOULTON INTERNATIONAL AIRPORT,29 INDUSTRIAL DRIVE,,bealsaircraft@gmail.com,BEALS AIRCRAFT SERVICE INC,2075329079,XYBR847L,HOULTON,UNITED STATES,,XYBR,bealsaircraft@gmail.com,"BEALS, TERRANCE E",bealsaircraft@gmail.com,2075326527,04730,ME,3/2/2026
